date,price,diff,rate
2004/7/12,11557,146,1.263303626
2004/7/13,11605,48,0.413614821
2004/7/14,11456,-149,-1.300628492
2004/7/15,11452,-4,-0.034928397
2004/7/16,11453,1,0.008731337
2004/7/20,11337,-116,-1.023198377
2004/7/21,11478,141,1.22843701
2004/7/22,11384,-94,-0.825720309
2004/7/23,11295,-89,-0.787959274
2004/7/26,11210,-85,-0.758251561
2004/7/27,11087,-123,-1.109407414
2004/7/28,11238,151,1.343655455
2004/7/29,11164,-74,-0.662844858
2004/7/30,11333,169,1.49122033
2004/8/2,11297,-36,-0.318668673
2004/8/3,11213,-84,-0.749130474
2004/8/4,11091,-122,-1.099990984
2004/8/5,11111,20,0.1800018
2004/8/6,11017,-94,-0.853226831
2004/8/9,10956,-61,-0.556772545
2004/8/10,10991,35,0.318442362
2004/8/11,11153,162,1.452523985
2004/8/12,11114,-39,-0.350908764
2004/8/13,10910,-204,-1.86984418
2004/8/16,10790,-120,-1.112140871
2004/8/17,10842,52,0.479616307
2004/8/18,10892,50,0.459052516
2004/8/19,11016,124,1.125635439
2004/8/20,11042,26,0.23546459
2004/8/23,11082,40,0.360945678
2004/8/24,11108,26,0.234065538
2004/8/25,11230,122,1.086375779
2004/8/26,11242,12,0.106742572
2004/8/27,11318,76,0.671496731
2004/8/30,11321,3,0.026499426
2004/8/31,11239,-82,-0.729602278
2004/9/1,11298,59,0.522216321
2004/9/2,11317,19,0.167889017
2004/9/3,11188,-129,-1.153021094
2004/9/6,11373,185,1.626659632
2004/9/7,11390,17,0.149253731
2004/9/8,11383,-7,-0.061495212
2004/9/9,11274,-109,-0.966826326
2004/9/10,11207,-67,-0.597840635
2004/9/13,11331,124,1.094342953
2004/9/14,11360,29,0.25528169
2004/9/15,11228,-132,-1.175632348
2004/9/16,11162,-66,-0.591291883
2004/9/17,11128,-34,-0.305535586
2004/9/21,11103,-25,-0.22516437
2004/9/22,11083,-20,-0.180456555
2004/9/24,10967,-116,-1.05771861
2004/9/25,10967,0,0
2004/9/27,10930,-37,-0.338517841
2004/9/28,10883,-47,-0.431866213
2004/9/29,10868,-15,-0.138019875
2004/9/30,11002,134,1.217960371
2004/10/1,11151,149,1.336203031
2004/10/4,11374,223,1.960611922
2004/10/5,11380,6,0.052724077
2004/10/6,11454,74,0.646062511
2004/10/7,11397,-57,-0.500131614
2004/10/8,11378,-19,-0.166988926
2004/10/12,11250,-128,-1.137777778
2004/10/13,11213,-37,-0.329974137
2004/10/14,11076,-137,-1.236908631
2004/10/15,11032,-44,-0.398839739
2004/10/18,10991,-41,-0.373032481
2004/10/19,11065,74,0.668775418
2004/10/20,10921,-144,-1.318560571
2004/10/21,10835,-86,-0.793724042
2004/10/22,10886,51,0.468491641
2004/10/25,10731,-155,-1.444413382
2004/10/26,10712,-19,-0.177371173
2004/10/27,10721,9,0.083947393
2004/10/28,10880,159,1.461397059
2004/10/29,10833,-47,-0.433859503
2004/11/1,10785,-48,-0.445062587
2004/11/2,10929,144,1.317595388
2004/11/4,10999,70,0.636421493
2004/11/5,11099,100,0.90098207
2004/11/8,11007,-92,-0.835831743
2004/11/9,10983,-24,-0.21851953
2004/11/10,10988,5,0.045504186
2004/11/11,10892,-96,-0.88138083
2004/11/12,11019,127,1.152554678
2004/11/15,11213,194,1.730134665
2004/11/16,11183,-30,-0.26826433
2004/11/17,11124,-59,-0.530384754
2004/11/18,11080,-44,-0.397111913
2004/11/19,11077,-3,-0.027083145
2004/11/22,10873,-204,-1.876207119
2004/11/24,10887,14,0.128593736
2004/11/25,10923,36,0.329579786
2004/11/26,10891,-32,-0.293820586
2004/11/29,11015,124,1.125737631
2004/11/30,10966,-49,-0.446835674
2004/12/1,10852,-114,-1.050497604
2004/12/2,11034,182,1.649447163
2004/12/3,11086,52,0.469060076
2004/12/6,11019,-67,-0.608040657
2004/12/7,10920,-99,-0.906593407
2004/12/8,10979,59,0.537389562
2004/12/9,10858,-121,-1.114385706
2004/12/10,10820,-38,-0.351201479
2004/12/13,10843,23,0.212118417
2004/12/14,10979,136,1.238728482
2004/12/15,11000,21,0.190909091
2004/12/16,10993,-7,-0.063676885
2004/12/17,11097,104,0.937190232
2004/12/20,11082,-15,-0.135354629
2004/12/21,11146,64,0.574197021
2004/12/22,11209,63,0.562048354
2004/12/24,11329,120,1.059228529
2004/12/27,11334,5,0.044115052
2004/12/28,11389,55,0.482922118
2004/12/29,11384,-5,-0.043921293
2004/12/30,11485,101,0.879407923
2005/1/4,11521,36,0.312472876
2005/1/5,11421,-100,-0.875580072
2005/1/6,11468,47,0.409836066
2005/1/7,11446,-22,-0.192206885
2005/1/11,11559,113,0.977593217
2005/1/12,11466,-93,-0.811093668
2005/1/13,11388,-78,-0.684931507
2005/1/14,11444,56,0.489339392
2005/1/17,11489,45,0.391678997
2005/1/18,11440,-49,-0.428321678
2005/1/19,11430,-10,-0.087489064
2005/1/20,11321,-109,-0.962812472
2005/1/21,11311,-10,-0.088409513
2005/1/24,11379,68,0.597592056
2005/1/25,11368,-11,-0.096762843
2005/1/26,11437,69,0.603305063
2005/1/27,11407,-30,-0.262996406
2005/1/28,11396,-11,-0.096525097
2005/1/31,11449,53,0.462922526
2005/2/1,11452,3,0.026196298
2005/2/2,11508,56,0.486618005
2005/2/3,11483,-25,-0.217713141
2005/2/4,11442,-41,-0.358328963
2005/2/7,11530,88,0.763226366
2005/2/8,11540,10,0.086655113
2005/2/9,11546,6,0.051966049
2005/2/10,11594,48,0.414007245
2005/2/14,11672,78,0.668265936
2005/2/15,11669,-3,-0.025709144
2005/2/16,11638,-31,-0.266368792
2005/2/17,11607,-31,-0.26708021
2005/2/18,11654,47,0.403295006
2005/2/21,11655,1,0.008580009
2005/2/22,11613,-42,-0.361663653
2005/2/23,11519,-94,-0.816043059
2005/2/24,11565,46,0.397751837
2005/2/25,11663,98,0.840264083
2005/2/28,11765,102,0.866978326
2005/3/1,11790,25,0.212044105
2005/3/2,11847,57,0.481134464
2005/3/3,11885,38,0.319730753
2005/3/4,11912,27,0.226662189
2005/3/7,11989,77,0.642255401
2005/3/8,11945,-44,-0.36835496
2005/3/9,11996,51,0.425141714
2005/3/10,11945,-51,-0.426956886
2005/3/11,11991,46,0.383621049
2005/3/14,11945,-46,-0.385098368
2005/3/15,11920,-25,-0.209731544
2005/3/16,11975,55,0.459290188
2005/3/17,11916,-59,-0.495132595
2005/3/18,12024,108,0.898203593
2005/3/22,12017,-7,-0.058250811
2005/3/23,11930,-87,-0.729253982
2005/3/24,11877,-53,-0.446240633
2005/3/25,11928,51,0.427565392
2005/3/28,11996,68,0.566855619
2005/3/29,11811,-185,-1.566336466
2005/3/30,11746,-65,-0.553379874
2005/3/31,11878,132,1.111298198
2005/4/1,11922,44,0.369065593
2005/4/4,11887,-35,-0.294439303
2005/4/5,11953,66,0.552162637
2005/4/6,12018,65,0.540855384
2005/4/7,12027,9,0.074831629
2005/4/8,12070,43,0.356255178
2005/4/11,11960,-110,-0.919732441
2005/4/12,11851,-109,-0.919753607
2005/4/13,11821,-30,-0.253785636
2005/4/14,11741,-80,-0.681372967
2005/4/15,11564,-177,-1.530612245
2005/4/18,11151,-413,-3.703703704
2005/4/19,11320,169,1.492932862
2005/4/20,11373,53,0.466016003
2005/4/21,11292,-81,-0.717321998
2005/4/22,11363,71,0.624834991
2005/4/25,11379,16,0.140609895
2005/4/26,11369,-10,-0.087958484
2005/4/27,11359,-10,-0.088035919
2005/4/28,11356,-3,-0.026417753
2005/5/2,11376,20,0.17580872
2005/5/6,11562,186,1.608718215
2005/5/9,11580,18,0.155440415
2005/5/10,11553,-27,-0.233705531
2005/5/11,11509,-44,-0.382309497
2005/5/12,11458,-51,-0.445103858
2005/5/13,11403,-55,-0.482329212
2005/5/16,11289,-114,-1.00983258
2005/5/17,11173,-116,-1.038217131
2005/5/18,11146,-27,-0.242239368
2005/5/19,11369,223,1.961474184
2005/5/20,11352,-17,-0.149753347
2005/5/23,11432,80,0.699790063
2005/5/24,11418,-14,-0.122613417
2005/5/25,11303,-115,-1.017429001
2005/5/26,11289,-14,-0.124014527
2005/5/27,11377,88,0.773490375
2005/5/30,11472,95,0.828103208
2005/5/31,11497,25,0.21744803
2005/6/1,11550,53,0.458874459
2005/6/2,11543,-7,-0.060642814
2005/6/3,11534,-9,-0.078030172
2005/6/6,11510,-24,-0.208514335
2005/6/7,11470,-40,-0.348735833
2005/6/8,11543,73,0.632417916
2005/6/9,11445,-98,-0.856269113
2005/6/10,11544,99,0.857588358
2005/6/13,11553,9,0.077901844
2005/6/14,11561,8,0.069198166
2005/6/15,11639,78,0.670160667
2005/6/16,11662,23,0.197221746
2005/6/17,11781,119,1.01010101
2005/6/20,11763,-18,-0.153022188
2005/6/21,11749,-14,-0.119159077
2005/6/22,11789,40,0.339299347
2005/6/23,11799,10,0.084752945
2005/6/24,11794,-5,-0.042394438
2005/6/27,11679,-115,-0.984673345
2005/6/28,11764,85,0.722543353
2005/6/29,11831,67,0.56630885
2005/6/30,11846,15,0.126625021
2005/7/1,11891,45,0.378437474
2005/7/4,11937,46,0.385356455
2005/7/5,11911,-26,-0.218285618
2005/7/6,11911,0,0
2005/7/7,11876,-35,-0.294712024
2005/7/8,11849,-27,-0.227867331
2005/7/11,11925,76,0.637316562
2005/7/12,11935,10,0.083787181
2005/7/13,11932,-3,-0.025142474
2005/7/14,11987,55,0.4588304
2005/7/15,12009,22,0.183195936
2005/7/19,11992,-17,-0.141761174
2005/7/20,12039,47,0.390397874
2005/7/21,12025,-14,-0.116424116
2005/7/22,11944,-81,-0.678164769
2005/7/25,11978,34,0.283853732
2005/7/26,11967,-11,-0.091919445
2005/7/27,12066,99,0.82048732
2005/7/28,12094,28,0.231519762
2005/7/29,12126,32,0.263895761
2005/8/1,12193,67,0.549495612
2005/8/2,12168,-25,-0.205456936
2005/8/3,12198,30,0.245941958
2005/8/4,12119,-79,-0.651868966
2005/8/5,11968,-151,-1.261697861
2005/8/8,11995,27,0.225093789
2005/8/9,12140,145,1.194398682
2005/8/10,12356,216,1.748138556
2005/8/11,12516,160,1.278363694
2005/8/12,12531,15,0.119703136
2005/8/15,12566,35,0.278529365
2005/8/16,12601,35,0.277755734
2005/8/17,12581,-20,-0.158969875
2005/8/18,12609,28,0.222063605
2005/8/19,12584,-25,-0.198664971
2005/8/22,12779,195,1.525940997
2005/8/23,12801,22,0.171861573
2005/8/24,12838,37,0.288206886
2005/8/25,12761,-77,-0.603400987
2005/8/26,12807,46,0.359178574
2005/8/29,12668,-139,-1.097252921
2005/8/30,12818,150,1.170229365
2005/8/31,12794,-24,-0.187587932
2005/9/1,12857,63,0.490005445
2005/9/2,12913,56,0.433671494
2005/9/5,12992,79,0.608066502
2005/9/6,12947,-45,-0.347570866
2005/9/7,12940,-7,-0.054095827
2005/9/8,12873,-67,-0.520469199
2005/9/9,13018,145,1.113842372
2005/9/12,13184,166,1.259101942
2005/9/13,13245,61,0.460551151
2005/9/14,13210,-35,-0.264950795
2005/9/15,13360,150,1.122754491
2005/9/16,13373,13,0.097210798
2005/9/20,13615,242,1.77745134
2005/9/21,13666,51,0.373188936
2005/9/22,13651,-15,-0.10988206
2005/9/25,13651,0,0
2005/9/26,13955,304,2.17843067
2005/9/27,13905,-50,-0.359582884
2005/9/28,14159,254,1.793911999
2005/9/29,14430,271,1.878031878
2005/9/30,14270,-160,-1.121233357
2005/10/3,14286,16,0.11199776
2005/10/4,14393,107,0.743416939
2005/10/5,14270,-123,-0.861948143
2005/10/6,13881,-389,-2.802391759
2005/10/7,13892,11,0.079182263
2005/10/11,14230,338,2.375263528
2005/10/12,14242,12,0.084257829
2005/10/13,14248,6,0.042111173
2005/10/14,14150,-98,-0.692579505
2005/10/17,14102,-48,-0.340377251
2005/10/18,14095,-7,-0.049663001
2005/10/19,13966,-129,-0.923671774
2005/10/20,14006,40,0.285591889
2005/10/21,14019,13,0.092731293
2005/10/24,13934,-85,-0.610018659
2005/10/25,14106,172,1.219339288
2005/10/26,14244,138,0.968828981
2005/10/27,14409,165,1.145117635
2005/10/28,14363,-46,-0.320267354
2005/10/31,14617,254,1.737702675
2005/11/1,14900,283,1.899328859
2005/11/2,14912,12,0.080472103
2005/11/4,15122,210,1.388705198
2005/11/7,15166,44,0.290122643
2005/11/8,15148,-18,-0.118827568
2005/11/9,15051,-97,-0.64447545
2005/11/10,15014,-37,-0.246436659
2005/11/11,15120,106,0.701058201
2005/11/14,14976,-144,-0.961538462
2005/11/15,14897,-79,-0.530308116
2005/11/16,15035,138,0.917858331
2005/11/17,15281,246,1.609842288
2005/11/18,15493,212,1.368359904
2005/11/21,15457,-36,-0.232904186
2005/11/22,15445,-12,-0.077695047
2005/11/24,15353,-92,-0.599231421
2005/11/25,15475,122,0.788368336
2005/11/28,15618,143,0.915610193
2005/11/29,15628,10,0.063987714
2005/11/30,15543,-85,-0.546869974
2005/12/1,15783,240,1.520623456
2005/12/2,16025,242,1.510140406
2005/12/5,16166,141,0.872200916
2005/12/6,16103,-63,-0.391231448
2005/12/7,16179,76,0.469744731
2005/12/8,15877,-302,-1.902122567
2005/12/9,16105,228,1.415709407
2005/12/12,16371,266,1.624824385
2005/12/13,16458,87,0.528618301
2005/12/14,16214,-244,-1.504872333
2005/12/15,16030,-184,-1.147847785
2005/12/16,15997,-33,-0.206288679
2005/12/19,16087,90,0.559457947
2005/12/20,16336,249,1.52424094
2005/12/21,16560,224,1.352657005
2005/12/22,16577,17,0.102551728
2005/12/26,16690,113,0.677052127
2005/12/27,16583,-107,-0.6452391
2005/12/28,16746,163,0.973366774
2005/12/29,16845,99,0.587711487
2005/12/30,16703,-142,-0.85014668
2006/1/4,16940,237,1.39905549
2006/1/5,17060,120,0.703399766
2006/1/6,17058,-2,-0.011724704
2006/1/10,16797,-261,-1.553848902
2006/1/11,16931,134,0.79144764
2006/1/12,17051,120,0.70377104
2006/1/13,17023,-28,-0.164483346
2006/1/16,16908,-115,-0.680151408
2006/1/17,16519,-389,-2.354864096
2006/1/18,15942,-577,-3.619370217
2006/1/19,16402,460,2.804536032
2006/1/20,16447,45,0.273606129
2006/1/23,16075,-372,-2.314152411
2006/1/24,16327,252,1.543455626
2006/1/25,16386,59,0.360063469
2006/1/26,16639,253,1.52052407
2006/1/27,17113,474,2.76982411
2006/1/30,17250,137,0.794202899
2006/1/31,17319,69,0.398406375
2006/2/1,17149,-170,-0.991311447
2006/2/2,17321,172,0.99301426
2006/2/3,17290,-31,-0.17929439
2006/2/6,17333,43,0.248081694
2006/2/7,17345,12,0.069184203
2006/2/8,16918,-427,-2.523939
2006/2/9,17031,113,0.663495978
2006/2/10,16805,-226,-1.344837846
2006/2/13,16381,-424,-2.588364569
2006/2/14,16552,171,1.033107782
2006/2/15,16442,-110,-0.669018368
2006/2/16,16514,72,0.435993702
2006/2/17,16251,-263,-1.618361947
2006/2/20,15915,-336,-2.111215834
2006/2/21,16326,411,2.517456817
2006/2/22,16293,-33,-0.202540969
2006/2/23,16608,315,1.896676301
2006/2/24,16681,73,0.437623644
2006/2/27,16774,93,0.554429474
2006/2/28,16812,38,0.226029027
2006/3/1,16559,-253,-1.52787004
2006/3/2,16528,-31,-0.187560503
2006/3/3,16333,-195,-1.193901916
2006/3/6,16470,137,0.831815422
2006/3/7,16382,-88,-0.537174948
2006/3/8,16262,-120,-0.737916615
2006/3/9,16614,352,2.118695076
2006/3/10,16678,64,0.383739057
2006/3/13,16958,280,1.651138106
2006/3/14,16866,-92,-0.545476106
2006/3/15,16875,9,0.053333333
2006/3/16,16659,-216,-1.296596434
2006/3/17,16848,189,1.121794872
2006/3/20,17093,245,1.433335283
2006/3/22,17073,-20,-0.117144029
2006/3/23,17013,-60,-0.352671487
2006/3/24,17105,92,0.537854429
2006/3/27,17147,42,0.244940806
2006/3/28,17218,71,0.412359159
2006/3/29,17413,195,1.119852983
2006/3/30,17566,153,0.871000797
2006/3/31,17585,19,0.108046631
2006/4/3,17849,264,1.479074458
2006/4/4,17798,-51,-0.28654905
2006/4/5,17764,-34,-0.191398334
2006/4/6,18066,302,1.6716484
2006/4/7,18147,81,0.446354769
2006/4/10,18080,-67,-0.370575221
2006/4/11,18008,-72,-0.399822301
2006/4/12,17729,-279,-1.57369282
2006/4/13,17739,10,0.056372964
2006/4/14,17741,2,0.011273322
2006/4/17,17488,-253,-1.446706313
2006/4/18,17718,230,1.298114911
2006/4/19,17776,58,0.326282628
2006/4/20,17781,5,0.028119903
2006/4/21,17866,85,0.475764021
2006/4/24,17401,-465,-2.672260215
2006/4/25,17492,91,0.520237823
2006/4/26,17529,37,0.211078784
2006/4/27,17592,63,0.358117326
2006/4/28,17459,-133,-0.761784753
2006/5/1,17466,7,0.040077866
2006/5/2,17666,200,1.132118193
2006/5/8,17850,184,1.030812325
2006/5/9,17773,-77,-0.433241434
2006/5/10,17546,-227,-1.293742163
2006/5/11,17406,-140,-0.804320349
2006/5/12,17173,-233,-1.356780993
2006/5/15,17106,-67,-0.391675436
2006/5/16,16732,-374,-2.235237868
2006/5/17,16854,122,0.723863771
2006/5/18,16602,-252,-1.517889411
2006/5/19,16665,63,0.378037804
2006/5/22,16434,-231,-1.40562249
2006/5/23,16062,-372,-2.316025402
2006/5/24,16337,275,1.683295587
2006/5/25,16119,-218,-1.352441218
2006/5/26,16414,295,1.797246253
2006/5/29,16437,23,0.139928211
2006/5/30,16403,-34,-0.207279156
2006/5/31,16070,-333,-2.072184194
2006/6/1,16119,49,0.303989081
2006/6/2,16335,216,1.32231405
2006/6/5,16222,-113,-0.696584885
2006/6/6,15943,-279,-1.749984319
2006/6/7,15601,-342,-2.192167169
2006/6/8,15076,-525,-3.482356063
2006/6/9,15248,172,1.128016789
2006/6/12,15369,121,0.787299109
2006/6/13,14838,-531,-3.578649414
2006/6/14,14912,74,0.496244635
2006/6/15,15114,202,1.336509197
2006/6/16,15610,496,3.177450352
2006/6/19,15540,-70,-0.45045045
2006/6/20,15367,-173,-1.125789028
2006/6/21,15320,-47,-0.306788512
2006/6/22,15757,437,2.773370565
2006/6/23,15722,-35,-0.222617988
2006/6/26,15764,42,0.26642984
2006/6/27,15770,6,0.038046925
2006/6/28,15556,-214,-1.375674981
2006/6/29,15762,206,1.306940744
2006/6/30,16171,409,2.529218972
2006/7/3,16234,63,0.388074412
2006/7/4,16325,91,0.557427259
2006/7/5,16201,-124,-0.765384853
2006/7/6,16018,-183,-1.142464727
2006/7/7,16030,12,0.074859638
2006/7/10,16242,212,1.305257973
2006/7/11,16157,-85,-0.526087764
2006/7/12,15932,-225,-1.412252071
2006/7/13,15801,-131,-0.829061452
2006/7/14,15503,-298,-1.922208605
2006/7/18,15030,-473,-3.147039255
2006/7/19,15034,4,0.026606359
2006/7/20,15572,538,3.454919086
2006/7/21,15441,-131,-0.848390648
2006/7/24,15425,-16,-0.103727715
2006/7/25,15637,212,1.355758777
2006/7/26,15491,-146,-0.942482732
2006/7/27,15709,218,1.387739512
2006/7/28,15887,178,1.120412916
2006/7/31,16014,127,0.793056076
2006/8/1,15963,-51,-0.319488818
2006/8/2,15992,29,0.18134067
2006/8/3,15991,-1,-0.006253518
2006/8/4,16010,19,0.118675828
2006/8/7,15693,-317,-2.020008921
2006/8/8,15918,225,1.413494158
2006/8/9,16081,163,1.013618556
2006/8/10,16124,43,0.266683205
2006/8/11,16076,-48,-0.298581737
2006/8/14,16308,232,1.422614668
2006/8/15,16355,47,0.287373892
2006/8/16,16601,246,1.481838443
2006/8/17,16622,21,0.126338587
2006/8/18,16722,100,0.598014592
2006/8/21,16545,-177,-1.06980961
2006/8/22,16724,179,1.070318106
2006/8/23,16710,-14,-0.083782166
2006/8/24,16533,-177,-1.070586101
2006/8/25,16501,-32,-0.193927641
2006/8/28,16304,-197,-1.208292444
2006/8/29,16462,158,0.959786174
2006/8/30,16430,-32,-0.194765673
2006/8/31,16651,221,1.327247613
2006/9/1,16641,-10,-0.060092543
2006/9/4,16802,161,0.95821926
2006/9/5,16823,21,0.124829103
2006/9/6,16737,-86,-0.513831631
2006/9/7,16438,-299,-1.818956077
2006/9/8,16503,65,0.393867782
2006/9/11,16265,-238,-1.463264679
2006/9/12,16155,-110,-0.680903745
2006/9/13,16134,-21,-0.130159911
2006/9/14,16279,145,0.890718103
2006/9/15,16235,-44,-0.271019403
2006/9/19,16218,-17,-0.104821803
2006/9/20,15998,-220,-1.375171896
2006/9/21,16098,100,0.62119518
2006/9/22,15930,-168,-1.054613936
2006/9/25,15890,-40,-0.251730648
2006/9/26,15851,-39,-0.246041259
2006/9/27,16273,422,2.593252627
2006/9/28,16393,120,0.732019765
2006/9/29,16479,86,0.521876327
2006/10/2,16624,145,0.872232916
2006/10/3,16547,-77,-0.465341149
2006/10/4,16386,-161,-0.982546076
2006/10/5,16702,316,1.891988983
2006/10/6,16716,14,0.083752094
2006/10/10,16720,4,0.023923445
2006/10/11,16589,-131,-0.789679908
2006/10/12,16503,-86,-0.521117373
2006/10/13,16649,146,0.876929545
