date,price,diff,rate
20030109,10462,-226,-2.160198815
20030110,10660,198,1.857410882
20030114,10628,-32,-0.301091457
20030115,10610,-18,-0.169651272
20030116,10485,-125,-1.192179304
20030117,10446,-39,-0.37334865
20030120,10288,-158,-1.535769829
20030121,10290,2,0.019436346
20030122,10147,-143,-1.409283532
20030123,10056,-91,-0.904932379
20030124,10065,9,0.089418778
20030127,9858,-207,-2.099817407
20030128,9692,-166,-1.712752786
20030129,9773,81,0.82881408
20030130,9843,70,0.711165295
20030131,9804,-39,-0.397796818
20030203,9947,143,1.437619383
20030204,10067,120,1.192013509
20030205,9859,-208,-2.109747439
20030206,9889,30,0.303367378
20030207,9753,-136,-1.394442736
20030210,9719,-34,-0.349830229
20030212,9796,77,0.786035116
20030213,9666,-130,-1.344920339
20030214,9607,-59,-0.614135526
20030217,9770,163,1.668372569
20030218,9763,-7,-0.071699273
20030219,9833,70,0.711888539
20030220,9740,-93,-0.954825462
20030221,9641,-99,-1.026864433
20030224,9717,76,0.782134404
20030225,9571,-146,-1.525441438
20030226,9453,-118,-1.248280969
20030227,9348,-105,-1.123234917
20030228,9474,126,1.329955668
20030303,9608,134,1.394671107
20030304,9546,-62,-0.649486696
20030305,9396,-150,-1.59642401
20030306,9428,32,0.33941451
20030307,9351,-77,-0.823441343
20030310,9308,-43,-0.461968199
20030311,9099,-209,-2.296955709
20030312,9059,-40,-0.44154984
20030313,9030,-29,-0.321151717
20030314,9379,349,3.721079006
20030317,9473,94,0.992293888
20030318,9780,307,3.139059305
20030319,9839,59,0.599654436
20030320,10063,224,2.225976349
20030324,10386,323,3.10995571
20030325,9990,-396,-3.963963964
20030326,10049,59,0.587123097
20030327,10026,-23,-0.229403551
20030328,9968,-58,-0.581861958
20030331,9965,-3,-0.030105369
20030401,9616,-349,-3.62936772
20030402,9699,83,0.855758326
20030403,10010,311,3.106893107
20030404,10042,32,0.318661621
20030407,10166,124,1.219752115
20030408,10237,71,0.693562567
20030409,10206,-31,-0.303742896
20030410,10139,-67,-0.660814676
20030411,10081,-58,-0.575339748
20030414,10158,77,0.758023233
20030415,10292,134,1.301982122
20030416,10398,106,1.019426813
20030417,10257,-141,-1.374670956
20030418,10379,122,1.175450429
20030421,10379,0,0
20030422,10435,56,0.536655486
20030423,10592,157,1.482250755
20030424,10731,139,1.295312646
20030425,10604,-127,-1.19766126
20030428,10472,-132,-1.260504202
20030430,10664,192,1.800450113
20030501,10611,-53,-0.49948167
20030502,10592,-19,-0.179380665
20030506,10723,131,1.221673039
20030507,10781,58,0.537983489
20030508,10603,-178,-1.678770159
20030509,10559,-44,-0.416706127
20030512,10663,104,0.975335271
20030513,10782,119,1.103691337
20030514,10723,-59,-0.550219155
20030515,10664,-59,-0.553263316
20030516,10753,89,0.827675997
20030519,10744,-9,-0.083767684
20030520,10602,-142,-1.33936993
20030521,10596,-6,-0.056625142
20030522,10642,46,0.432249577
20030523,10750,108,1.004651163
20030526,10736,-14,-0.130402385
20030527,10727,-9,-0.083900438
20030528,10910,183,1.67736022
20030529,11099,189,1.702856113
20030530,11102,3,0.027022158
20030602,11229,127,1.131000089
20030603,11279,50,0.443301711
20030604,11354,75,0.660560155
20030605,11419,65,0.569226727
20030606,11417,-2,-0.017517737
20030609,11492,75,0.652627915
20030610,11335,-157,-1.385090428
20030611,11369,34,0.299058844
20030612,11551,182,1.575621158
20030613,11577,26,0.224583225
20030616,11446,-131,-1.14450463
20030617,11671,225,1.927855368
20030618,11774,103,0.874808901
20030619,11760,-14,-0.119047619
20030620,11626,-134,-1.152589025
20030623,11606,-20,-0.17232466
20030624,11352,-254,-2.237491191
20030625,11345,-7,-0.06170119
20030626,11343,-2,-0.01763202
20030627,11502,159,1.382368284
20030630,11483,-19,-0.165461987
20030701,11422,-61,-0.534057083
20030702,11426,4,0.035007877
20030703,11452,26,0.227034579
20030704,11417,-35,-0.306560392
20030707,11385,-32,-0.281071585
20030708,11558,173,1.496798754
20030709,11594,36,0.310505434
20030710,11478,-116,-1.010629029
20030711,11344,-134,-1.181241185
20030714,11419,75,0.65680007
20030715,11515,96,0.83369518
20030716,11495,-20,-0.173988691
20030717,11431,-64,-0.559881025
20030718,11379,-52,-0.45698216
20030722,11357,-22,-0.193713128
20030723,11433,76,0.664742412
20030724,11487,54,0.470096631
20030725,11536,49,0.424757282
20030728,11627,91,0.782661048
20030729,11698,71,0.606941357
20030730,11662,-36,-0.308694907
20030731,11657,-5,-0.042892683
20030801,11713,56,0.478101255
20030804,11540,-173,-1.499133449
20030805,11615,75,0.645716746
20030806,11488,-127,-1.105501393
20030807,11436,-52,-0.454704442
20030808,11424,-12,-0.105042017
20030811,11444,20,0.174764069
20030812,11475,31,0.270152505
20030813,11538,63,0.546021841
20030814,11594,56,0.483008453
20030815,11619,25,0.215164816
20030818,11662,43,0.368718916
20030819,11745,83,0.706683695
20030820,11710,-35,-0.298889838
20030821,11608,-102,-0.878704342
20030822,11594,-14,-0.120752113
20030825,11493,-101,-0.878795789
20030826,11431,-62,-0.542384743
20030827,11430,-1,-0.008748906
20030828,11464,34,0.2965806
20030829,11502,38,0.330377326
20030901,11487,-15,-0.130582397
20030902,11544,57,0.493762994
20030903,11561,17,0.147046103
20030904,11624,63,0.541982106
20030905,11765,141,1.198470038
20030908,11790,25,0.212044105
20030909,11819,29,0.245367628
20030910,11786,-33,-0.279993212
20030911,11669,-117,-1.002656612
20030912,11722,53,0.452141273
20030916,11751,29,0.246787507
20030917,11742,-9,-0.076647931
20030918,11762,20,0.170039109
20030919,11810,48,0.406435224
20030922,11516,-294,-2.552969781
20030924,11363,-153,-1.346475403
20030925,11202,-161,-1.437243349
20030926,11152,-50,-0.448350072
20030929,11026,-126,-1.142753492
20030930,11083,57,0.514301182
20031001,10982,-101,-0.91968676
20031002,11162,180,1.612614227
20031003,11196,34,0.303679886
20031006,11331,135,1.191421763
20031007,11394,63,0.552922591
20031008,11272,-122,-1.082327892
20031009,11244,-28,-0.2490217
20031010,11280,36,0.319148936
20031014,11333,53,0.467660814
20031015,11353,20,0.17616489
20031016,11420,67,0.586690018
20031017,11445,25,0.218435998
20031020,11322,-123,-1.086380498
20031021,11408,86,0.753856942
20031022,11412,4,0.035050824
20031023,11241,-171,-1.521216974
20031024,11284,43,0.381070542
20031027,11162,-122,-1.092994087
20031028,11144,-18,-0.161521895
20031029,11249,105,0.933416304
20031030,11289,40,0.354327221
20031031,11344,55,0.4848378
20031104,11616,272,2.341597796
20031105,11498,-118,-1.026265437
20031106,11465,-33,-0.287832534
20031107,11542,77,0.667128747
20031110,11521,-21,-0.182275844
20031111,11350,-171,-1.50660793
20031112,11342,-8,-0.070534297
20031113,11464,122,1.064200977
20031114,11462,-2,-0.017448962
20031117,11503,41,0.356428758
20031118,11383,-120,-1.054203637
20031119,11304,-79,-0.698867657
20031120,11427,123,1.076398005
20031121,11372,-55,-0.483644038
20031125,11552,180,1.558171745
20031126,11578,26,0.224563828
20031127,11594,16,0.138002415
20031128,11658,64,0.548979242
20031201,11732,74,0.630753495
20031202,11787,55,0.466615763
20031203,11735,-52,-0.443118875
20031204,11684,-51,-0.436494351
20031205,11721,37,0.315672724
20031208,11600,-121,-1.043103448
20031209,11621,21,0.18070734
20031210,11571,-50,-0.43211477
20031211,11636,65,0.558611207
20031212,11718,82,0.699778119
20031215,11727,9,0.076745971
20031216,11708,-19,-0.1622822
20031217,11696,-12,-0.102599179
20031218,11728,32,0.272851296
20031219,11884,156,1.31268933
20031222,11909,25,0.209925267
20031224,11932,23,0.192758967
20031225,11923,-9,-0.075484358
20031226,11933,10,0.083801223
20031229,11937,4,0.033509257
20031230,12042,105,0.871948181
20040105,12141,99,0.815418829
20040106,12184,43,0.352921865
20040107,12218,34,0.278277951
20040108,12180,-38,-0.311986864
20040109,12305,125,1.015847217
20040113,12281,-24,-0.195423825
20040114,12225,-56,-0.45807771
20040115,12294,69,0.56124939
20040116,12276,-18,-0.146627566
20040119,12322,46,0.37331602
20040120,12426,104,0.836954772
20040121,12461,35,0.280876334
20040122,12539,78,0.622059175
20040123,12465,-74,-0.593662254
20040126,12412,-53,-0.427006123
20040127,12422,10,0.080502335
20040128,12347,-75,-0.607435004
20040129,12257,-90,-0.734274292
20040130,12216,-41,-0.335625409
20040202,12162,-54,-0.44400592
20040203,12172,10,0.082155767
20040204,12193,21,0.172229968
20040205,12121,-72,-0.594010395
20040206,12159,38,0.312525701
20040209,12321,162,1.314828342
20040210,12377,56,0.452452129
20040212,12502,125,0.999840026
20040213,12457,-45,-0.361242675
20040216,12398,-59,-0.475883207
20040217,12422,24,0.193205603
20040218,12584,162,1.287349015
20040219,12595,11,0.087336245
20040220,12701,106,0.834579954
20040223,12795,94,0.734661977
20040224,12717,-78,-0.613352206
20040225,12679,-38,-0.299708179
20040226,12767,88,0.689277042
20040227,12835,68,0.529801325
20040301,12833,-2,-0.01558482
20040302,12886,53,0.411299084
20040303,12915,29,0.224545103
20040304,12895,-20,-0.155098876
20040305,13091,196,1.497211825
20040308,13251,160,1.207456041
20040309,13128,-123,-0.936928702
20040310,12993,-135,-1.039021011
20040311,12780,-213,-1.666666667
20040312,12590,-190,-1.509134234
20040315,12649,59,0.466440035
20040316,12397,-252,-2.032749859
20040317,12302,-95,-0.772232157
20040318,12388,86,0.694220213
20040319,12207,-181,-1.482755796
20040322,12141,-66,-0.543612553
20040323,11939,-202,-1.691933998
20040324,11966,27,0.225639311
20040325,11764,-202,-1.717103026
20040326,11921,157,1.317003607
20040329,11887,-34,-0.286026752
20040330,12035,148,1.229746572
20040331,12095,60,0.496072757
20040401,11931,-164,-1.374570447
20040402,12035,104,0.86414624
20040405,12144,109,0.897562582
20040406,12340,196,1.588330632
20040407,12373,33,0.266709771
20040408,12295,-78,-0.634404229
20040409,12390,95,0.766747377
20040412,12373,-17,-0.137395943
20040413,12271,-102,-0.831228099
20040414,12315,44,0.35728786
20040415,12460,145,1.163723917
20040416,12457,-3,-0.024082845
20040419,12453,-4,-0.032120774
20040420,12574,121,0.962303165
20040421,12425,-149,-1.199195171
20040422,12483,58,0.464631899
20040423,12681,198,1.561391057
20040426,12615,-66,-0.523186683
20040427,12556,-59,-0.469894871
20040428,12687,131,1.032553007
20040430,12500,-187,-1.496
20040506,12494,-6,-0.048023051
20040507,12517,23,0.1837501
20040510,12613,96,0.76111948
20040511,12482,-131,-1.049511296
20040512,12503,21,0.16795969
20040513,12547,44,0.350681438
20040514,12694,147,1.158027415
20040517,12632,-62,-0.490816973
20040518,12542,-90,-0.717588901
20040519,12590,48,0.381254964
20040520,12576,-14,-0.111323155
20040521,12498,-78,-0.624099856
20040524,12481,-17,-0.136207035
20040525,12615,134,1.062227507
20040526,12624,9,0.071292776
20040527,12703,79,0.621900339
20040528,12699,-4,-0.031498543
20040531,12569,-130,-1.034290715
20040601,12546,-23,-0.183325363
20040602,12623,77,0.609997623
20040603,12581,-42,-0.333836738
20040604,12662,81,0.639709367
20040607,12735,73,0.5732234
20040608,12772,37,0.28969621
20040609,12783,11,0.086051788
20040610,12695,-88,-0.693186294
20040611,12653,-42,-0.33193709
20040614,12695,42,0.330838913
20040615,12686,-9,-0.070944348
20040616,12597,-89,-0.706517425
20040617,12694,97,0.764140539
20040618,12642,-52,-0.411327322
20040621,12609,-33,-0.261717821
20040622,12540,-69,-0.550239234
20040623,12553,13,0.103560902
20040624,12558,5,0.039815257
20040625,12463,-95,-0.762256279
20040628,12460,-3,-0.024077047
20040629,12575,115,0.914512922
20040630,12557,-18,-0.143346341
20040701,12591,34,0.270034151
20040702,12547,-44,-0.350681438
20040705,12529,-18,-0.143666693
20040706,12604,75,0.595049191
20040707,12501,-103,-0.823934085
20040708,12481,-20,-0.16024357
20040709,12444,-37,-0.297332048
20040712,12375,-69,-0.557575758
20040713,12462,87,0.698122292
20040714,12464,2,0.016046213
20040715,12508,44,0.351774864
20040716,12469,-39,-0.312775684
20040720,12304,-165,-1.341027308
20040721,12338,34,0.275571405
20040722,12382,44,0.355354547
20040723,12354,-28,-0.22664724
20040726,12239,-115,-0.93961925
20040727,12185,-54,-0.443167829
20040728,12388,203,1.638682596
20040729,12481,93,0.745132602
20040730,12615,134,1.062227507
20040802,12545,-70,-0.557991232
20040803,12492,-53,-0.424271534
20040804,12477,-15,-0.120221207
20040805,12501,24,0.191984641
20040806,12441,-60,-0.482276344
20040809,12145,-296,-2.437216962
20040810,12157,12,0.098708563
20040811,12322,165,1.339068333
20040812,12212,-110,-0.900753357
20040813,12225,13,0.106339468
20040816,12156,-69,-0.567620928
20040817,12284,128,1.042005861
20040818,12241,-43,-0.35127849
20040819,12278,37,0.301352012
20040820,12281,3,0.024427978
20040823,12295,14,0.113867426
20040824,12332,37,0.300032436
20040825,12277,-55,-0.447992181
20040826,12406,129,1.039819442
20040827,12399,-7,-0.056456166
20040830,12439,40,0.321569258
20040831,12390,-49,-0.395480226
20040901,12351,-39,-0.315763906
20040902,12451,100,0.803148341
20040903,12547,96,0.765123137
20040906,12612,65,0.515382176
20040907,12581,-31,-0.246403307
20040908,12573,-8,-0.06362841
20040909,12551,-22,-0.175284838
20040910,12628,77,0.609756098
20040913,12639,11,0.087032202
20040914,12764,125,0.979316829
20040915,12717,-47,-0.369584021
20040916,12652,-65,-0.513752766
20040917,12662,10,0.078976465
20040921,12712,50,0.393329138
20040922,12815,103,0.803745611
20040924,12699,-116,-0.913457753
20040927,12728,29,0.227844123
20040928,12721,-7,-0.055027121
20040929,12821,100,0.779970361
20040930,12840,19,0.147975078
20041001,12748,-92,-0.721681832
20041004,13006,258,1.983699831
20041005,13048,42,0.321888412
20041006,13101,53,0.404549271
20041007,13160,59,0.448328267
20041008,13061,-99,-0.757981778
20041012,12851,-210,-1.634114077
20041013,12770,-81,-0.634299139
20041014,12742,-28,-0.219745723
20041015,12656,-86,-0.679519595
20041018,12668,12,0.094726871
20041019,12704,36,0.283375315
20041020,12578,-126,-1.001749086
20041021,12554,-24,-0.191174128
20041022,12527,-27,-0.215534446
20041025,12425,-102,-0.820925553
20041026,12339,-86,-0.696977065
20041027,12448,109,0.875642674
20041028,12569,121,0.962685973
20041029,12573,4,0.031814205
20041101,12582,9,0.071530758
20041102,12647,65,0.513955879
20041104,12807,160,1.24931678
20041105,12936,129,0.997217069
20041108,12959,23,0.17748283
20041109,12922,-37,-0.286333385
20041110,12942,20,0.15453562
20041111,13069,127,0.971765246
20041112,13164,95,0.721665147
20041115,13120,-44,-0.335365854
20041116,13111,-9,-0.06864465
20041117,13039,-72,-0.552189585
20041118,12988,-51,-0.392670157
20041119,12988,0,0
20041122,12771,-217,-1.699162164
20041124,12839,68,0.529636265
20041125,12836,-3,-0.023371767
20041126,12871,35,0.271929143
20041129,12881,10,0.077633724
20041130,12907,26,0.201441078
20041201,12821,-86,-0.670774511
20041202,12971,150,1.156425873
20041203,13035,64,0.490985807
20041206,12958,-77,-0.594227504
20041207,13043,85,0.651690562
20041208,12953,-90,-0.694819733
20041209,13077,124,0.948229716
20041210,13155,78,0.592930445
20041213,13178,23,0.174533313
20041214,13261,83,0.625895483
20041215,13367,106,0.792997681
20041216,13322,-45,-0.337787119
20041217,13296,-26,-0.195547533
20041220,13190,-106,-0.803639121
20041221,13187,-3,-0.022749678
20041222,13315,128,0.961321817
20041224,13329,14,0.105034136
20041227,13369,40,0.299199641
20041228,13280,-89,-0.670180723
20041229,13354,74,0.554141081
20041230,13460,106,0.787518574
20050104,13203,-257,-1.946527304
20050105,13251,48,0.362236812
20050106,13137,-114,-0.867778032
20050107,13261,124,0.93507277
20050111,13200,-61,-0.462121212
20050112,13009,-191,-1.468214313
20050113,12950,-59,-0.455598456
20050114,12888,-62,-0.48106766
20050117,12865,-23,-0.178779635
20050118,12898,33,0.255853621
20050119,12960,62,0.478395062
20050120,12963,3,0.023142791
20050121,12939,-24,-0.185485741
20050124,12841,-98,-0.763180438
20050125,12786,-55,-0.430157985
20050126,12958,172,1.327365334
20050127,12961,3,0.023146362
20050128,12960,-1,-0.007716049
20050131,12980,20,0.154083205
20050201,13081,101,0.772112224
20050202,13187,106,0.803821946
20050203,13260,73,0.550527903
20050204,13280,20,0.15060241
20050207,13341,61,0.457237089
20050208,13414,73,0.544207544
20050209,13520,106,0.784023669
20050210,13474,-46,-0.341398248
20050214,13596,122,0.897322742
20050215,13626,30,0.220167327
20050216,13617,-9,-0.066093853
20050217,13716,99,0.721784777
20050218,13682,-34,-0.248501681
20050221,13705,23,0.167821963
20050222,13689,-16,-0.116882168
20050223,13452,-237,-1.761819804
20050224,13518,66,0.488237905
20050225,13638,120,0.879894413
20050228,13713,75,0.546926274
20050301,13601,-112,-0.823468863
20050302,13676,75,0.548405967
20050303,13712,36,0.262543757
20050304,13761,49,0.356078773
20050307,13843,82,0.592357148
20050308,13906,63,0.453041852
20050309,13840,-66,-0.476878613
20050310,13681,-159,-1.162195746
20050311,13660,-21,-0.153733529
20050314,13625,-35,-0.256880734
20050315,13728,103,0.750291375
20050316,13640,-88,-0.64516129
20050317,13536,-104,-0.768321513
20050318,13594,58,0.42665882
20050322,13532,-62,-0.458173219
20050323,13461,-71,-0.527449669
20050324,13485,24,0.177975528
20050325,13525,40,0.295748614
20050328,13540,15,0.110782866
20050329,13642,102,0.747690954
20050330,13626,-16,-0.117422574
20050331,13702,76,0.554663553
20050401,13728,26,0.189393939
20050404,13707,-21,-0.153206391
20050405,13773,66,0.479198432
20050406,13846,73,0.52722808
20050407,13937,91,0.652938222
20050408,13981,44,0.314712825
20050411,13934,-47,-0.337304435
20050412,13838,-96,-0.69374187
20050413,13843,5,0.036119338
20050414,13730,-113,-0.823015295
20050415,13702,-28,-0.20434973
20050418,13460,-242,-1.797919762
20050419,13398,-62,-0.462755635
20050420,13437,39,0.290243358
20050421,13311,-126,-0.946585531
20050422,13458,147,1.092287115
20050425,13315,-143,-1.073976718
20050426,13351,36,0.269642723
20050427,13339,-12,-0.089961766
20050428,13302,-37,-0.278153661
20050502,13155,-147,-1.117445838
20050506,13315,160,1.201652272
20050509,13347,32,0.239754252
20050510,13472,125,0.927850356
20050511,13340,-132,-0.989505247
20050512,13384,44,0.328750747
20050513,13407,23,0.171552174
20050516,13402,-5,-0.037307864
20050517,13380,-22,-0.164424514
20050518,13527,147,1.086715458
20050519,13663,136,0.995389007
20050520,13783,120,0.870637742
20050523,13791,8,0.058008846
20050524,13808,17,0.123117034
20050525,13792,-16,-0.116009281
20050526,13795,3,0.02174701
20050527,13878,83,0.598068886
20050530,13885,7,0.050414116
20050531,13905,20,0.143833154
20050601,13817,-88,-0.636896577
20050602,13977,160,1.144737784
20050603,13947,-30,-0.215100022
20050606,13816,-131,-0.948176028
20050607,13733,-83,-0.604383602
20050608,13772,39,0.28318327
20050609,13791,19,0.13777101
20050610,13876,85,0.612568464
20050613,13964,88,0.630191922
20050614,14117,153,1.083799674
20050615,14117,0,0
20050616,14134,17,0.120277345
20050617,14151,17,0.120132853
20050620,14256,105,0.736531987
20050621,14263,7,0.049078034
20050622,14177,-86,-0.60661635
20050623,14208,31,0.218186937
20050624,14131,-77,-0.544901281
20050627,14099,-32,-0.226966452
20050628,14082,-17,-0.120721488
20050629,14228,146,1.026145628
20050630,14323,95,0.663268868
20050701,14279,-44,-0.308144828
20050704,14364,85,0.591757171
20050705,14363,-1,-0.006962334
20050706,14448,85,0.588316722
20050707,14489,41,0.28297329
20050708,14442,-47,-0.32543969
20050711,14607,165,1.129595399
20050712,14667,60,0.409081612
20050713,14666,-1,-0.006818492
20050714,14783,117,0.791449638
20050715,14845,62,0.41764904
20050719,14720,-125,-0.849184783
20050720,14932,212,1.419769622
20050721,14969,37,0.2471775
20050722,14717,-252,-1.712305497
20050725,14798,81,0.547371266
20050726,14816,18,0.121490281
20050727,14903,87,0.583775079
20050728,14990,87,0.580386925
20050729,15090,100,0.662690524
20050801,15034,-56,-0.372489025
20050802,15037,3,0.019950788
20050803,15072,35,0.232218684
20050804,15085,13,0.086178323
20050805,15022,-63,-0.419384902
20050808,15052,30,0.199309062
20050809,15005,-47,-0.313228924
20050810,15061,56,0.37182126
20050811,14957,-104,-0.695326603
20050812,14959,2,0.013369878
20050815,14848,-111,-0.747575431
20050816,14796,-52,-0.351446337
20050817,14706,-90,-0.611995104
20050818,14753,47,0.318579272
20050819,14715,-38,-0.258239891
20050822,14762,47,0.318385043
20050823,14717,-45,-0.305768839
20050824,14721,4,0.027172067
20050825,14690,-31,-0.21102791
20050826,14657,-33,-0.225148393
20050829,14563,-94,-0.6454714
20050830,14656,93,0.634552402
20050831,14734,78,0.529387811
20050901,14842,108,0.727664735
20050902,14860,18,0.121130552
20050905,14817,-43,-0.290207194
20050906,14770,-47,-0.318212593
20050907,14937,167,1.118029055
20050908,15069,132,0.875970536
20050909,15072,3,0.019904459
20050912,15015,-57,-0.37962038
20050913,15083,68,0.450838693
20050914,15022,-61,-0.406071096
20050915,14998,-24,-0.160021336
20050916,15029,31,0.206267882
20050920,15171,142,0.935996309
20050921,15140,-31,-0.204755614
20050922,15003,-137,-0.913150703
20050926,15070,67,0.444591904
20050927,15169,99,0.652646846
20050928,15240,71,0.465879265
20050929,15296,56,0.366108787
20050930,15354,58,0.377751726
20051003,15480,126,0.813953488
20051004,15526,46,0.296277212
20051005,15448,-78,-0.504919731
20051006,15233,-215,-1.41140944
20051007,15098,-135,-0.894158167
20051011,15106,8,0.052959089
20051012,15118,12,0.079375579
20051013,15033,-85,-0.565422737
20051014,14973,-60,-0.400721298
20051017,15004,31,0.20661157
20051018,15163,159,1.048605157
20051019,15087,-76,-0.503744946
20051020,15122,35,0.231450866
20051021,14994,-128,-0.853674803
20051024,15033,39,0.259429256
20051025,15197,164,1.079160361
20051026,15149,-48,-0.316852598
20051027,15244,95,0.623196012
20051028,15033,-211,-1.403578793
20051031,15196,163,1.072650698
20051101,15465,269,1.739411575
20051102,15489,24,0.154948673
20051104,15808,319,2.017965587
20051107,15820,12,0.07585335
20051108,15792,-28,-0.177304965
20051109,15721,-71,-0.451625215
20051110,15772,51,0.323357849
20051111,15825,53,0.334913112
20051114,15964,139,0.870709095
20051115,16055,91,0.566801619
20051116,16027,-28,-0.174705185
20051117,16002,-25,-0.156230471
20051118,16148,146,0.904136735
20051121,16288,140,0.859528487
20051122,16312,24,0.147130947
20051124,16418,106,0.645632842
20051125,16497,79,0.478874947
20051128,16549,52,0.314218382
20051129,16396,-153,-0.933154428
20051130,16462,66,0.400923339
20051201,16389,-73,-0.445420709
20051202,16706,317,1.897521848
20051205,16813,107,0.6364123
20051206,16804,-9,-0.053558677
20051207,16810,6,0.03569304
20051208,16745,-65,-0.388175575
20051209,16757,12,0.071611864
20051212,16797,40,0.238137763
20051213,16754,-43,-0.256655127
20051214,16800,46,0.273809524
20051215,16544,-256,-1.547388781
20051216,16208,-336,-2.073050346
20051219,16251,43,0.264599102
20051220,16260,9,0.055350554
20051221,16322,62,0.37985541
20051222,16449,127,0.772083409
20051226,16290,-159,-0.976058932
20051227,16390,100,0.610128127
20051228,16391,1,0.006100909
20051229,16488,97,0.588306647
20051230,16492,4,0.024254184
20060104,16438,-54,-0.328507118
20060105,16617,179,1.077210086
20060106,16553,-64,-0.386636863
20060110,16543,-10,-0.060448528
20060111,16491,-52,-0.31532351
20060112,16565,74,0.446725023
20060113,16525,-40,-0.242057489
20060116,16452,-73,-0.44371505
20060117,16631,179,1.076303289
20060118,16604,-27,-0.162611419
20060119,16463,-141,-0.856466015
20060120,16590,127,0.765521398
20060123,16372,-218,-1.331541656
20060124,16333,-39,-0.238780383
20060125,16408,75,0.4570941
20060126,16520,112,0.677966102
20060127,16727,207,1.237520177
20060130,16955,228,1.344736066
20060131,17054,99,0.580508972
20060201,16997,-57,-0.335353298
20060202,17135,138,0.805369128
20060203,17069,-66,-0.386665886
20060206,17018,-51,-0.299682689
20060207,17046,28,0.16426141
20060208,16773,-273,-1.627615811
20060209,16904,131,0.774964505
20060210,17028,124,0.728212356
20060213,16807,-221,-1.314928304
20060214,16756,-51,-0.304368584
20060215,16901,145,0.8579374
20060216,16955,54,0.318490121
20060217,17056,101,0.592166979
20060220,17126,70,0.408735256
20060221,17192,66,0.383899488
20060222,17218,26,0.151004762
20060223,17265,47,0.272227049
20060224,16983,-282,-1.660484013
20060227,16935,-48,-0.28343667
20060228,16968,33,0.194483734
20060301,16777,-191,-1.138463372
20060302,16941,164,0.96806564
20060303,17012,71,0.417352457
20060306,17026,14,0.082227182
20060307,17087,61,0.356996547
20060308,16973,-114,-0.671654981
20060309,16981,8,0.047111478
20060310,17047,66,0.387164897
20060313,17254,207,1.199721804
20060314,17300,46,0.265895954
20060315,17327,27,0.155826167
20060316,17414,87,0.499598025
20060317,17348,-66,-0.380447314
20060320,17277,-71,-0.410950975
20060322,17333,56,0.323083136
20060323,17340,7,0.040369089
20060324,17428,88,0.504934588
20060327,17373,-55,-0.316583204
20060328,17197,-176,-1.02343432
20060329,17331,134,0.773181005
20060330,17425,94,0.539454806
20060331,17469,44,0.25187475
20060403,17454,-15,-0.085940186
20060404,17529,75,0.427862399
20060405,17536,7,0.039917883
20060406,17690,154,0.870548332
20060407,17698,8,0.045202848
20060410,17568,-130,-0.739981785
20060411,17637,69,0.391222997
20060412,17436,-201,-1.152787337
20060413,17479,43,0.246009497
20060414,17553,74,0.421580357
20060417,17505,-48,-0.274207369
