date,price,diff,rate
2006/11/10,11080,36,0.324909747
2006/11/13,11075,-5,-0.045146727
2006/11/14,11069,-6,-0.054205439
2006/11/15,11068,-1,-0.009035056
2006/11/16,11092,24,0.21637216
2006/11/17,11083,-9,-0.08120545
2006/11/20,11092,9,0.08113956
2006/11/21,11115,23,0.206927575
2006/11/22,11120,5,0.044964029
2006/11/24,11034,-86,-0.779409099
2006/11/27,11086,52,0.469060076
2006/11/28,11117,31,0.278852208
2006/11/29,11156,39,0.349587666
2006/11/30,11175,19,0.170022371
2006/12/1,11184,9,0.080472103
2006/12/4,11217,33,0.294196309
2006/12/5,11225,8,0.071269488
2006/12/6,11161,-64,-0.57342532
2006/12/7,11157,-4,-0.035851932
2006/12/8,11161,4,0.035839083
2006/12/11,11190,29,0.259159964
2006/12/12,11262,72,0.639318061
2006/12/13,11293,31,0.274506331
2006/12/14,11305,12,0.106147722
2006/12/15,11301,-4,-0.035395098
2006/12/18,11264,-37,-0.328480114
2006/12/19,11253,-11,-0.097751711
2006/12/20,11327,74,0.653306259
2006/12/21,11327,0,0
2006/12/22,11325,-2,-0.017660044
2006/12/25,11315,-10,-0.088378259
2006/12/26,11339,24,0.211658876
2006/12/27,11339,0,0
2006/12/28,11295,-44,-0.3895529
2006/12/29,11310,15,0.132625995
2007/1/4,11366,56,0.492697519
2007/1/5,11257,-109,-0.9682864
2007/1/9,11231,-26,-0.231502092
2007/1/10,11245,14,0.124499778
2007/1/11,11240,-5,-0.044483986
2007/1/12,11295,55,0.486941124
2007/1/15,11254,-41,-0.36431491
2007/1/16,11308,54,0.477538026
2007/1/17,11339,31,0.273392715
2007/1/18,11329,-10,-0.088269044
2007/1/19,11407,78,0.683790655
2007/1/22,11416,9,0.07883672
2007/1/23,11441,25,0.218512368
2007/1/24,11497,56,0.487083587
2007/1/25,11372,-125,-1.099190995
2007/1/26,11390,18,0.158033363
2007/1/29,11369,-21,-0.184712816
2007/1/30,11372,3,0.026380584
2007/1/31,11393,21,0.184323708
2007/2/1,11371,-22,-0.193474628
2007/2/2,11365,-6,-0.052793665
2007/2/5,11361,-4,-0.035208168
2007/2/6,11281,-80,-0.70915699
2007/2/7,11324,43,0.379724479
2007/2/8,11404,80,0.701508243
2007/2/9,11457,53,0.462599284
2007/2/13,11420,-37,-0.323992995
2007/2/14,11415,-5,-0.043802015
2007/2/15,11402,-13,-0.114015085
2007/2/16,11355,-47,-0.413914575
2007/2/19,11359,4,0.035214367
2007/2/20,11383,24,0.210840727
2007/2/21,11433,50,0.437330534
2007/2/22,11515,82,0.712114633
2007/2/23,11532,17,0.147415886
2007/2/26,11533,1,0.008670771
2007/2/27,11527,-6,-0.052051705
2007/2/28,11389,-138,-1.211695496
2007/3/1,11425,36,0.315098468
2007/3/2,11291,-134,-1.186785936
2007/3/5,11084,-207,-1.867556839
2007/3/6,11081,-3,-0.027073369
2007/3/7,11192,111,0.991779843
2007/3/8,11118,-74,-0.665587336
2007/3/9,11244,126,1.120597652
2007/3/12,11294,50,0.442712945
2007/3/13,11293,-1,-0.008855043
2007/3/14,11176,-117,-1.046886185
2007/3/15,11301,125,1.106096806
2007/3/16,11313,12,0.10607266
2007/3/19,11296,-17,-0.150495751
2007/3/20,11379,83,0.729413832
2007/3/22,11418,39,0.341565949
2007/3/23,11416,-2,-0.017519271
2007/3/26,11355,-61,-0.537208278
2007/3/27,11401,46,0.40347338
2007/3/28,11373,-28,-0.246197134
2007/3/29,11241,-132,-1.174272752
2007/3/30,11360,119,1.047535211
2007/4/2,11360,0,0
2007/4/3,11364,4,0.035198874
2007/4/4,11430,66,0.577427822
2007/4/5,11446,16,0.139786825
2007/4/6,11476,30,0.261415127
2007/4/9,11500,24,0.208695652
2007/4/10,11471,-29,-0.252811438
2007/4/11,11502,31,0.269518345
2007/4/12,11515,13,0.112896222
2007/4/13,11503,-12,-0.104320612
2007/4/16,11531,28,0.242823693
2007/4/17,11571,40,0.345691816
2007/4/18,11540,-31,-0.268630849
2007/4/19,11536,-4,-0.034674064
2007/4/20,11574,38,0.328322101
2007/4/23,11579,5,0.043181622
2007/4/24,11523,-56,-0.485984553
2007/4/25,11578,55,0.475038867
2007/4/26,11595,17,0.14661492
2007/4/27,11652,57,0.489186406
2007/5/1,11699,47,0.401743739
2007/5/2,11711,12,0.102467765
2007/5/7,11708,-3,-0.025623505
2007/5/8,11710,2,0.017079419
2007/5/9,11652,-58,-0.497768623
2007/5/10,11681,29,0.248266416
2007/5/11,11615,-66,-0.568230736
2007/5/14,11692,77,0.658569962
2007/5/15,11695,3,0.025651988
2007/5/16,11684,-11,-0.09414584
2007/5/17,11703,19,0.162351534
2007/5/18,11725,22,0.187633262
2007/5/21,11723,-2,-0.017060479
2007/5/22,11705,-18,-0.153780436
2007/5/23,11717,12,0.102415294
2007/5/24,11696,-21,-0.179548564
2007/5/25,11641,-55,-0.472468001
2007/5/28,11700,59,0.504273504
2007/5/29,11702,2,0.017091096
2007/5/30,11682,-20,-0.171203561
2007/5/31,11682,0,0
2007/6/1,11698,16,0.136775517
2007/6/4,11703,5,0.042724088
2007/6/5,11715,12,0.102432778
2007/6/6,11677,-38,-0.325426051
2007/6/7,11629,-48,-0.4127612
2007/6/8,11569,-60,-0.518627366
2007/6/11,11530,-39,-0.338248049
2007/6/12,11556,26,0.224991346
2007/6/13,11476,-80,-0.697107006
2007/6/14,11574,98,0.846725419
2007/6/15,11610,36,0.310077519
2007/6/18,11693,83,0.709826392
2007/6/19,11738,45,0.38337025
2007/6/20,11742,4,0.034065747
2007/6/21,11740,-2,-0.017035775
2007/6/22,11753,13,0.110610057
2007/6/25,11806,53,0.448924276
2007/6/26,11780,-26,-0.220713073
2007/6/27,11739,-41,-0.34926314
2007/6/28,11779,40,0.339587401
2007/6/29,11778,-1,-0.008490406
2007/7/2,11846,68,0.574033429
2007/7/3,11852,6,0.050624367
2007/7/4,11821,-31,-0.262245157
2007/7/5,11841,20,0.168904653
2007/7/6,11815,-26,-0.220059247
2007/7/9,11864,49,0.41301416
2007/7/10,11851,-13,-0.109695384
2007/7/11,11827,-24,-0.202925509
2007/7/12,11898,71,0.596738948
2007/7/13,11919,21,0.176189278
2007/7/17,11876,-43,-0.362074773
2007/7/18,11894,18,0.151336808
2007/7/19,11926,32,0.268321315
2007/7/20,11946,20,0.167420057
2007/7/23,11919,-27,-0.226529071
2007/7/24,11877,-42,-0.353624653
2007/7/25,11803,-74,-0.626959248
2007/7/26,11837,34,0.287234941
2007/7/27,11715,-122,-1.041399915
2007/7/30,11624,-91,-0.782863042
2007/7/31,11711,87,0.742891299
2007/8/1,11636,-75,-0.644551392
2007/8/2,11676,40,0.342583076
2007/8/3,11733,57,0.485809256
2007/8/6,11661,-72,-0.617442758
2007/8/7,11763,102,0.867125733
2007/8/8,11743,-20,-0.17031423
2007/8/9,11805,62,0.525201186
2007/8/10,11574,-231,-1.995852773
2007/8/13,11648,74,0.635302198
2007/8/14,11560,-88,-0.761245675
2007/8/15,11464,-96,-0.837404047
2007/8/16,11334,-130,-1.146991353
2007/8/17,11129,-205,-1.842034325
2007/8/20,11217,88,0.784523491
2007/8/21,11235,18,0.160213618
2007/8/22,11234,-1,-0.008901549
2007/8/23,11415,181,1.585632939
2007/8/24,11444,29,0.253407899
2007/8/27,11555,111,0.960623107
2007/8/28,11414,-141,-1.235325039
2007/8/29,11269,-145,-1.286715769
2007/8/30,11481,212,1.846529048
2007/8/31,11519,38,0.329889747
2007/9/3,11462,-57,-0.497295411
2007/9/4,11476,14,0.121993726
2007/9/5,11511,35,0.304056989
2007/9/6,11434,-77,-0.673430121
2007/9/7,11488,54,0.47005571
2007/9/10,11329,-159,-1.4034778
2007/9/11,11441,112,0.978935408
2007/9/12,11526,85,0.737463127
2007/9/13,11571,45,0.388903293
2007/9/14,11593,22,0.189769689
2007/9/18,11590,-3,-0.025884383
2007/9/19,11718,128,1.092336576
2007/9/20,11700,-18,-0.153846154
2007/9/21,11628,-72,-0.619195046
2007/9/25,11580,-48,-0.414507772
2007/9/26,11639,59,0.506916402
2007/9/27,11693,54,0.461814761
2007/9/28,11716,23,0.196312735
2007/10/1,11765,49,0.416489588
2007/10/2,11837,72,0.608262229
2007/10/3,11792,-45,-0.381614654
2007/10/4,11879,87,0.732384881
2007/10/5,11894,15,0.126114007
2007/10/9,11898,4,0.033619096
2007/10/10,11938,40,0.3350645
2007/10/11,11930,-8,-0.067057837
2007/10/12,11971,41,0.342494361
2007/10/15,11964,-7,-0.05850886
2007/10/16,11924,-40,-0.3354579
2007/10/17,11856,-68,-0.573549258
2007/10/18,11899,43,0.361374905
2007/10/19,11859,-40,-0.337296568
2007/10/22,11791,-68,-0.576711051
2007/10/23,11793,2,0.016959213
2007/10/24,11859,66,0.556539337
2007/10/25,11827,-32,-0.270567346
2007/10/26,11877,50,0.420981729
2007/10/29,11906,29,0.243574668
2007/10/30,11947,41,0.343182389
2007/10/31,11992,45,0.375250167
2007/11/1,12061,69,0.572091866
2007/11/2,11963,-98,-0.81919251
2007/11/5,12050,87,0.721991701
2007/11/6,12026,-24,-0.199567604
2007/11/7,12084,58,0.479973519
2007/11/8,11962,-122,-1.019896338
2007/11/9,12004,42,0.349883372
2007/11/12,11739,-265,-2.25743249
2007/11/13,11620,-119,-1.024096386
2007/11/14,11792,172,1.458616011
2007/11/15,11795,3,0.025434506
2007/11/16,11714,-81,-0.69148028
2007/11/19,11810,96,0.812870449
2007/11/20,11717,-93,-0.793718529
2007/11/21,11785,68,0.577004667
2007/11/22,11681,-104,-0.890334732
2007/11/26,11683,2,0.017118891
2007/11/27,11580,-103,-0.889464594
2007/11/28,11672,92,0.788211103
2007/11/29,11796,124,1.051203798
2007/11/30,11799,3,0.025425884
2007/12/3,11802,3,0.02541942
2007/12/4,11778,-24,-0.20376974
2007/12/5,11802,24,0.203355363
2007/12/6,11834,32,0.270407301
2007/12/7,11872,38,0.320080863
2007/12/10,11830,-42,-0.355029586
2007/12/11,11867,37,0.311788995
2007/12/12,11773,-94,-0.798437102
2007/12/13,11873,100,0.842247115
2007/12/14,11873,0,0
2007/12/17,11832,-41,-0.346517918
2007/12/18,11806,-26,-0.220227003
2007/12/19,11860,54,0.455311973
2007/12/20,11856,-4,-0.033738192
2007/12/21,11822,-34,-0.287599391
2007/12/25,11915,93,0.780528745
2007/12/26,11932,17,0.142474019
2007/12/27,11993,61,0.508630034
2007/12/28,12021,28,0.232925713
2008/1/4,11702,-319,-2.726029739
2008/1/7,11689,-13,-0.111215673
2008/1/8,11697,8,0.068393605
2008/1/9,11685,-12,-0.102695764
2008/1/10,11799,114,0.966183575
2008/1/11,11804,5,0.042358523
2008/1/15,11691,-113,-0.96655547
2008/1/16,11538,-153,-1.326053042
2008/1/17,11542,4,0.034656039
2008/1/18,11501,-41,-0.35649074
2008/1/21,11490,-11,-0.095735422
2008/1/22,11318,-172,-1.519703128
2008/1/23,11557,239,2.068010729
2008/1/24,11574,17,0.14688094
2008/1/25,11608,34,0.292901447
2008/1/28,11532,-76,-0.659035727
2008/1/29,11611,79,0.680389286
2008/1/30,11596,-15,-0.12935495
2008/1/31,11550,-46,-0.398268398
2008/2/1,11645,95,0.815800773
2008/2/4,11657,12,0.102942438
2008/2/5,11653,-4,-0.034325925
2008/2/6,11588,-65,-0.560925095
2008/2/7,11551,-37,-0.320318587
2008/2/8,11561,10,0.086497708
2008/2/12,11563,2,0.017296549
2008/2/13,11604,41,0.353326439
2008/2/14,11686,82,0.701694335
2008/2/15,11658,-28,-0.240178418
2008/2/18,11676,18,0.154162384
2008/2/19,11686,10,0.08557248
2008/2/20,11676,-10,-0.085645769
2008/2/21,11664,-12,-0.102880658
2008/2/22,11675,11,0.094218415
2008/2/25,11684,9,0.077028415
2008/2/26,11715,31,0.264618011
2008/2/27,11722,7,0.059716772
2008/2/28,11678,-44,-0.376776845
2008/2/29,11592,-86,-0.741890959
2008/3/3,11507,-85,-0.738680803
2008/3/4,11544,37,0.320512821
2008/3/5,11543,-1,-0.008663259
2008/3/6,11583,40,0.345333679
2008/3/7,11546,-37,-0.320457301
2008/3/10,11512,-34,-0.295343989
2008/3/11,11446,-66,-0.576620654
2008/3/12,11574,128,1.105927078
2008/3/13,11525,-49,-0.42516269
2008/3/14,11493,-32,-0.278430349
2008/3/17,11190,-303,-2.707774799
2008/3/18,11138,-52,-0.466870174
2008/3/19,11375,237,2.083516484
2008/3/21,11242,-133,-1.183063512
2008/3/24,11277,35,0.310366232
2008/3/25,11365,88,0.774307083
2008/3/26,11330,-35,-0.308914387
2008/3/27,11288,-42,-0.372076541
2008/3/28,11312,24,0.212164074
2008/3/31,11407,95,0.832821951
2008/4/1,11379,-28,-0.246067317
2008/4/2,11497,118,1.026354701
2008/4/3,11560,63,0.544982699
2008/4/4,11589,29,0.250237294
2008/4/7,11597,8,0.068983358
2008/4/8,11631,34,0.292322242
2008/4/9,11607,-24,-0.206771776
2008/4/10,11554,-53,-0.458715596
2008/4/11,11587,33,0.284801933
2008/4/14,11521,-66,-0.572866939
2008/4/15,11563,42,0.363227536
2008/4/16,11586,23,0.19851545
2008/4/17,11612,26,0.223906304
2008/4/18,11636,24,0.206256446
2008/4/21,11737,101,0.86052654
2008/4/22,11692,-45,-0.384878549
2008/4/23,11709,17,0.145187463
2008/4/24,11692,-17,-0.145398563
2008/4/25,11688,-4,-0.034223135
2008/4/28,11688,0,0
2008/4/30,11626,-62,-0.533287459
2008/5/1,11664,38,0.325788752
2008/5/2,11678,14,0.119883542
2008/5/7,11705,27,0.230670654
2008/5/8,11608,-97,-0.8356306
2008/5/9,11565,-43,-0.3718115
2008/5/12,11534,-31,-0.268770591
2008/5/13,11660,126,1.080617496
2008/5/14,11682,22,0.188323917
2008/5/15,11685,3,0.025673941
2008/5/16,11618,-67,-0.576691341
2008/5/19,11629,11,0.094591108
2008/5/20,11622,-7,-0.060230597
2008/5/21,11624,2,0.017205781
2008/5/22,11580,-44,-0.379965458
2008/5/23,11657,77,0.660547311
2008/5/26,11600,-57,-0.49137931
2008/5/27,11620,20,0.17211704
2008/5/28,11629,9,0.077392725
2008/5/29,11661,32,0.274419004
2008/5/30,11655,-6,-0.051480051
2008/6/2,11644,-11,-0.094469255
2008/6/3,11564,-80,-0.691802145
2008/6/4,11587,23,0.198498317
2008/6/5,11616,29,0.249655647
2008/6/6,11710,94,0.802732707
2008/6/9,11711,1,0.00853898
2008/6/10,11775,64,0.543524416
2008/6/11,11742,-33,-0.281042412
2008/6/12,11734,-8,-0.068177944
2008/6/13,11736,2,0.017041581
2008/6/16,11714,-22,-0.187809459
2008/6/17,11770,56,0.475785896
2008/6/18,11779,9,0.076407165
2008/6/19,11815,36,0.304697419
2008/6/20,11790,-25,-0.212044105
2008/6/23,11809,19,0.160894233
2008/6/24,11830,21,0.177514793
2008/6/25,11844,14,0.11820331
2008/6/26,11910,66,0.554156171
2008/6/27,11887,-23,-0.193488685
2008/6/30,11863,-24,-0.202309702
2008/7/1,11778,-85,-0.721684497
2008/7/2,11781,3,0.025464731
2008/7/3,11807,26,0.220208351
2008/7/4,11826,19,0.160662946
2008/7/7,11861,35,0.295084731
2008/7/8,11953,92,0.769681252
2008/7/9,11977,24,0.200384069
2008/7/10,11967,-10,-0.083563132
2008/7/11,12025,58,0.482328482
2008/7/14,12011,-14,-0.11655982
2008/7/15,11968,-43,-0.359291444
2008/7/16,11856,-112,-0.944669366
2008/7/17,11831,-25,-0.211309272
2008/7/18,11954,123,1.028944286
2008/7/22,11921,-33,-0.276822414
2008/7/23,11942,21,0.175849941
2008/7/24,11940,-2,-0.016750419
2008/7/25,11935,-5,-0.04189359
2008/7/28,12005,70,0.583090379
2008/7/29,12002,-3,-0.024995834
2008/7/30,12014,12,0.099883469
2008/7/31,12040,26,0.215946844
2008/8/1,12045,5,0.041511
2008/8/4,12025,-20,-0.166320166
2008/8/5,12082,57,0.471776196
2008/8/6,12066,-16,-0.132604011
2008/8/7,12145,79,0.650473446
2008/8/8,12135,-10,-0.082406263
2008/8/11,12013,-122,-1.01556647
2008/8/12,11999,-14,-0.11667639
2008/8/13,11910,-89,-0.747271201
2008/8/14,11932,22,0.184378143
2008/8/15,11924,-8,-0.06709158
2008/8/18,11962,38,0.31767263
2008/8/19,11927,-35,-0.293451832
2008/8/20,11966,39,0.32592345
2008/8/21,11967,1,0.008356313
2008/8/22,11888,-79,-0.664535666
2008/8/25,11944,56,0.468854655
2008/8/26,11883,-61,-0.513338383
2008/8/27,11879,-4,-0.033672868
2008/8/28,11905,26,0.218395632
2008/8/29,11860,-45,-0.379426644
2008/9/1,11743,-117,-0.996338244
2008/9/2,11709,-34,-0.290374925
2008/9/3,11703,-6,-0.051268905
2008/9/4,11657,-46,-0.394612679
2008/9/5,11400,-257,-2.254385965
2008/9/8,11661,261,2.238229997
2008/9/9,11414,-247,-2.164009112
2008/9/10,11367,-47,-0.413477611
2008/9/11,11321,-46,-0.40632453
2008/9/12,11313,-8,-0.070715107
2008/9/16,11178,-135,-1.207729469
2008/9/17,11399,221,1.938766558
2008/9/18,11320,-79,-0.697879859
2008/9/19,11398,78,0.684330584
2008/9/22,11475,77,0.671023965
2008/9/24,11405,-70,-0.613765892
2008/9/25,11509,104,0.903640629
2008/9/26,11476,-33,-0.28755664
2008/9/29,11510,34,0.295395308
2008/9/30,11184,-326,-2.914878398
2008/10/1,11310,126,1.114058355
2008/10/2,11240,-70,-0.622775801
2008/10/3,11088,-152,-1.370851371
2008/10/6,10983,-105,-0.956022945
2008/10/7,10710,-273,-2.549019608
2008/10/8,10731,21,0.195694716
2008/10/9,10504,-227,-2.161081493
2008/10/10,10321,-183,-1.773084003
2008/10/14,10678,357,3.34332272
2008/10/15,10490,-188,-1.792183031
2008/10/16,10266,-224,-2.181959868
2008/10/17,10465,199,1.901576684
2008/10/20,10509,44,0.418688743
2008/10/21,10448,-61,-0.583843798
2008/10/22,10170,-278,-2.73352999
2008/10/23,9807,-363,-3.701437749
2008/10/24,9822,15,0.152718387
2008/10/27,9390,-432,-4.600638978
2008/10/28,9188,-202,-2.198519808
2008/10/29,9794,606,6.187461711
2008/10/30,10030,236,2.352941176
2008/10/31,9860,-170,-1.724137931
2008/11/4,9797,-63,-0.643053996
2008/11/5,10076,279,2.768955935
2008/11/6,9906,-170,-1.716131637
2008/11/7,9699,-207,-2.134240643
2008/11/10,10044,345,3.434886499
2008/11/11,9785,-259,-2.646908533
2008/11/12,9708,-77,-0.79316028
2008/11/13,9473,-235,-2.48073472
2008/11/14,9741,268,2.751257571
2008/11/17,9592,-149,-1.553377815
2008/11/18,9638,46,0.477277443
2008/11/19,9673,35,0.361831903
2008/11/20,9594,-79,-0.823431311
2008/11/21,9457,-137,-1.448662367
2008/11/25,9883,426,4.310432055
2008/11/26,9837,-46,-0.467622243
2008/11/27,9864,27,0.273722628
2008/11/28,9890,26,0.26289181
2008/12/1,9777,-113,-1.155773755
2008/12/2,9626,-151,-1.56866819
2008/12/3,9625,-1,-0.01038961
2008/12/4,9666,41,0.424167184
2008/12/5,9615,-51,-0.530421217
2008/12/8,9619,4,0.041584364
2008/12/9,9661,42,0.434737605
2008/12/10,9616,-45,-0.46797005
2008/12/11,9660,44,0.455486542
2008/12/12,9697,37,0.381561308
2008/12/15,9677,-20,-0.206675623
2008/12/16,9742,65,0.667214124
2008/12/17,9797,55,0.561396346
2008/12/18,9852,55,0.558262282
2008/12/19,10067,215,2.135690871
2008/12/22,9954,-113,-1.135222021
2008/12/24,10007,53,0.52962926
2008/12/25,9995,-12,-0.12006003
2008/12/26,10045,50,0.49776008
2008/12/29,10092,47,0.465715418
2008/12/30,10102,10,0.098990299
2009/1/5,10134,32,0.315768699
2009/1/6,10075,-59,-0.58560794
2009/1/7,10075,0,0
2009/1/8,9997,-78,-0.78023407
2009/1/9,9922,-75,-0.755895989
2009/1/13,9590,-332,-3.46193952
2009/1/14,9493,-97,-1.021805541
2009/1/15,9499,6,0.063164544
2009/1/16,9578,79,0.824806849
2009/1/19,9726,148,1.521694427
2009/1/20,9476,-250,-2.638243985
2009/1/21,9333,-143,-1.532197578
2009/1/22,9230,-103,-1.115926327
2009/1/23,9225,-5,-0.054200542
2009/1/26,9107,-118,-1.295706599
2009/1/27,9249,142,1.535301114
2009/1/28,9277,28,0.30182171
2009/1/29,9420,143,1.518046709
2009/1/30,9238,-182,-1.970123403
2009/2/2,9196,-42,-0.456720313
2009/2/3,9214,18,0.195354895
2009/2/4,9249,35,0.378419289
2009/2/5,9187,-62,-0.674866659
2009/2/6,9359,172,1.837803184
2009/2/9,9544,185,1.938390612
2009/2/10,9434,-110,-1.165995336
2009/2/12,9386,-48,-0.511399957
2009/2/13,9452,66,0.698264917
2009/2/16,9457,5,0.052870889
2009/2/17,9479,22,0.232091993
2009/2/18,9493,14,0.147477088
2009/2/19,9622,129,1.340677614
2009/2/20,9652,30,0.310816411
2009/2/23,9647,-5,-0.051829584
2009/2/24,9724,77,0.791855204
2009/2/25,10061,337,3.349567637
2009/2/26,10047,-14,-0.139345078
2009/2/27,10014,-33,-0.329538646
2009/3/2,9886,-128,-1.294760267
2009/3/3,9915,29,0.292486132
2009/3/4,9979,64,0.641346828
2009/3/5,10110,131,1.295746785
2009/3/6,10084,-26,-0.257834193
2009/3/9,10148,64,0.630666141
2009/3/10,10162,14,0.137768156
2009/3/11,10138,-24,-0.236733083
2009/3/12,10031,-107,-1.066693251
2009/3/13,10143,112,1.1042098
2009/3/16,10202,59,0.578317977
2009/3/17,10235,33,0.322423058
2009/3/18,10257,22,0.214487667
2009/3/19,10279,22,0.214028602
2009/3/23,10421,142,1.362633145
2009/3/24,10604,183,1.725763863
2009/3/25,10494,-110,-1.048218029
2009/3/26,10508,14,0.133231823
2009/3/27,10595,87,0.821142048
2009/3/30,10423,-172,-1.65019668
2009/3/31,10425,2,0.019184652
2009/4/1,10500,75,0.714285714
2009/4/2,10526,26,0.24700741
2009/4/3,10714,188,1.754713459
2009/4/6,10816,102,0.943047337
2009/4/7,10689,-127,-1.188137337
2009/4/8,10642,-47,-0.441646307
2009/4/9,10584,-58,-0.547996977
2009/4/10,10605,21,0.198019802
2009/4/13,10586,-19,-0.179482335
2009/4/14,10698,112,1.046924659
2009/4/15,10537,-161,-1.527949132
2009/4/16,10633,96,0.902849619
2009/4/17,10590,-43,-0.406043437
2009/4/20,10411,-179,-1.719335318
2009/4/21,10291,-120,-1.166067438
2009/4/22,10354,63,0.608460498
2009/4/23,10256,-98,-0.955538222
2009/4/24,10346,90,0.869901411
2009/4/27,10287,-59,-0.573539419
2009/4/28,10196,-91,-0.892506865
2009/4/30,10455,259,2.477283596
2009/5/1,10557,102,0.966183575
2009/5/7,10547,-10,-0.094813691
2009/5/8,10601,54,0.509385907
2009/5/11,10648,47,0.441397446
2009/5/12,10537,-111,-1.053430768
2009/5/13,10416,-121,-1.161674347
2009/5/14,10320,-96,-0.930232558
2009/5/15,10422,102,0.978698906
2009/5/18,10191,-231,-2.266705917
2009/5/19,10387,196,1.886974102
2009/5/20,10381,-6,-0.0577979
2009/5/21,10309,-72,-0.698418857
2009/5/22,10340,31,0.299806576
2009/5/25,10375,35,0.337349398
2009/5/26,10390,15,0.144369586
2009/5/27,10412,22,0.21129466
2009/5/28,10405,-7,-0.067275348
2009/5/29,10500,95,0.904761905
2009/6/1,10468,-32,-0.305693542
