date,price,diff,rate
2004/8/19,9857,-8,-0.081160597
2004/8/20,9865,8,0.08109478
2004/8/23,9853,-12,-0.121790318
2004/8/24,9855,2,0.020294267
2004/8/25,9844,-11,-0.111743194
2004/8/26,9851,7,0.071058776
2004/8/27,9868,17,0.172274017
2004/8/30,9869,1,0.010132739
2004/8/31,9883,14,0.141657391
2004/9/1,9895,12,0.12127337
2004/9/2,9902,7,0.070692789
2004/9/3,9896,-6,-0.060630558
2004/9/6,9874,-22,-0.222807373
2004/9/7,9860,-14,-0.14198783
2004/9/8,9866,6,0.06081492
2004/9/9,9897,31,0.31322623
2004/9/10,9911,14,0.141257189
2004/9/13,9912,1,0.010088781
2004/9/14,9907,-5,-0.050469365
2004/9/15,9918,11,0.110909458
2004/9/16,9910,-8,-0.080726539
2004/9/17,9919,9,0.090734953
2004/9/21,9932,13,0.130890052
2004/9/22,9934,2,0.020132877
2004/9/24,9953,19,0.190897217
2004/9/27,9957,4,0.040172743
2004/9/28,9960,3,0.030120482
2004/9/29,9954,-6,-0.060277275
2004/9/30,9942,-12,-0.12070006
2004/10/1,9931,-11,-0.110764273
2004/10/4,9907,-24,-0.242252952
2004/10/5,9889,-18,-0.182020427
2004/10/6,9897,8,0.080832576
2004/10/7,9898,1,0.010103051
2004/10/8,9902,4,0.04039588
2004/10/12,9943,41,0.412350397
2004/10/13,9935,-8,-0.080523402
2004/10/14,9948,13,0.130679534
2004/10/15,9949,1,0.010051261
2004/10/18,9939,-10,-0.100613744
2004/10/19,9932,-7,-0.070479259
2004/10/20,9947,15,0.150799236
2004/10/21,9958,11,0.110463949
2004/10/22,9936,-22,-0.221417069
2004/10/25,9963,27,0.27100271
2004/10/26,9963,0,0
2004/10/27,9960,-3,-0.030120482
2004/10/28,9940,-20,-0.201207243
2004/10/29,9940,0,0
2004/11/1,9937,-3,-0.030190198
2004/11/2,9919,-18,-0.181469906
2004/11/4,9934,15,0.150996577
2004/11/5,9931,-3,-0.030208438
2004/11/8,9923,-8,-0.08062078
2004/11/9,9936,13,0.130837359
2004/11/10,9945,9,0.090497738
2004/11/11,9957,12,0.120518228
2004/11/12,9948,-9,-0.090470446
2004/11/15,9943,-5,-0.050286634
2004/11/16,9952,9,0.090434084
2004/11/17,9953,1,0.010047222
2004/11/18,9969,16,0.160497542
2004/11/19,9972,3,0.030084236
2004/11/22,9984,12,0.120192308
2004/11/24,9984,0,0
2004/11/25,9980,-4,-0.04008016
2004/11/26,9971,-9,-0.090261759
2004/11/29,9962,-9,-0.090343305
2004/11/30,9966,4,0.040136464
2004/12/1,9970,4,0.040120361
2004/12/2,9985,15,0.150225338
2004/12/3,9985,0,0
2004/12/6,9986,1,0.01001402
2004/12/7,9987,1,0.010013017
2004/12/8,9988,1,0.010012014
2004/12/9,10002,14,0.139972006
2004/12/10,10008,6,0.059952038
2004/12/13,10017,9,0.08984726
2004/12/14,10016,-1,-0.009984026
2004/12/15,10012,-4,-0.039952058
2004/12/16,10012,0,0
2004/12/17,9999,-13,-0.130013001
2004/12/20,10008,9,0.089928058
2004/12/21,10019,11,0.109791396
2004/12/22,10023,4,0.039908211
2004/12/24,10019,-4,-0.039924144
2004/12/27,10002,-17,-0.169966007
2004/12/28,9988,-14,-0.140168202
2004/12/29,9992,4,0.040032026
2004/12/30,9988,-4,-0.040048058
2005/1/4,10006,18,0.179892065
2005/1/5,10004,-2,-0.019992003
2005/1/6,10003,-1,-0.009997001
2005/1/7,10004,1,0.009996002
2005/1/11,10012,8,0.079904115
2005/1/12,10023,11,0.109747581
2005/1/13,10021,-2,-0.019958088
2005/1/14,10015,-6,-0.059910135
2005/1/17,10012,-3,-0.029964043
2005/1/18,10024,12,0.11971269
2005/1/19,10027,3,0.029919218
2005/1/20,10028,1,0.009972078
2005/1/21,10031,3,0.029907287
2005/1/24,10031,0,0
2005/1/25,10036,5,0.049820646
2005/1/26,10034,-2,-0.01993223
2005/1/27,10039,5,0.049805758
2005/1/28,10047,8,0.079625759
2005/1/31,10042,-5,-0.049790878
2005/2/1,10051,9,0.089543329
2005/2/2,10062,11,0.109322202
2005/2/3,10049,-13,-0.129366106
2005/2/4,10048,-1,-0.009952229
2005/2/7,10052,4,0.039793076
2005/2/8,10046,-6,-0.059725264
2005/2/9,10023,-23,-0.229472214
2005/2/10,10008,-15,-0.149880096
2005/2/14,9992,-16,-0.160128102
2005/2/15,9986,-6,-0.060084118
2005/2/16,10001,15,0.149985001
2005/2/17,10009,8,0.079928065
2005/2/18,10005,-4,-0.03998001
2005/2/21,9992,-13,-0.130104083
2005/2/22,10000,8,0.08
2005/2/23,10013,13,0.129831219
2005/2/24,10014,1,0.00998602
2005/2/25,10002,-12,-0.119976005
2005/2/28,9986,-16,-0.160224314
2005/3/1,9976,-10,-0.100240577
2005/3/2,9973,-3,-0.030081219
2005/3/3,9967,-6,-0.060198656
2005/3/4,9972,5,0.050140393
2005/3/7,9981,9,0.090171326
2005/3/8,9984,3,0.030048077
2005/3/9,9984,0,0
2005/3/10,9994,10,0.100060036
2005/3/11,9989,-5,-0.050055061
2005/3/14,9981,-8,-0.080152289
2005/3/15,9997,16,0.160048014
2005/3/16,9996,-1,-0.010004002
2005/3/17,10020,24,0.239520958
2005/3/18,10018,-2,-0.019964065
2005/3/22,10019,1,0.009981036
2005/3/23,10024,5,0.049880287
2005/3/24,10035,11,0.109616343
2005/3/25,10043,8,0.079657473
2005/3/28,10043,0,0
2005/3/29,10053,10,0.099472794
2005/3/30,10051,-2,-0.019898518
2005/3/31,10065,14,0.139095877
2005/4/1,10064,-1,-0.009936407
2005/4/4,10066,2,0.019868865
2005/4/5,10051,-15,-0.149238882
2005/4/6,10047,-4,-0.039812879
2005/4/7,10056,9,0.089498807
2005/4/8,10055,-1,-0.009945301
2005/4/11,10055,0,0
2005/4/12,10064,9,0.089427663
2005/4/13,10062,-2,-0.019876764
2005/4/14,10066,4,0.039737731
2005/4/15,10082,16,0.158698671
2005/4/18,10097,15,0.148558978
2005/4/19,10093,-4,-0.039631428
2005/4/20,10106,13,0.128636454
2005/4/21,10097,-9,-0.089135387
2005/4/22,10090,-7,-0.069375619
2005/4/25,10101,11,0.108900109
2005/4/26,10106,5,0.049475559
2005/4/27,10105,-1,-0.009896091
2005/4/28,10112,7,0.069224684
2005/5/2,10117,5,0.049421765
2005/5/6,10122,5,0.049397352
2005/5/9,10097,-25,-0.247598297
2005/5/10,10095,-2,-0.019811788
2005/5/11,10100,5,0.04950495
2005/5/12,10097,-3,-0.029711796
2005/5/13,10097,0,0
2005/5/16,10084,-13,-0.128917096
2005/5/17,10085,1,0.009915716
2005/5/18,10094,9,0.089161878
2005/5/19,10100,6,0.059405941
2005/5/20,10101,1,0.00990001
2005/5/23,10091,-10,-0.099098206
2005/5/24,10108,17,0.168183617
2005/5/25,10123,15,0.148177418
2005/5/26,10117,-6,-0.059306118
2005/5/27,10113,-4,-0.039553051
2005/5/30,10116,3,0.029655991
2005/5/31,10114,-2,-0.01977457
2005/6/1,10126,12,0.118506814
2005/6/2,10124,-2,-0.019755038
2005/6/3,10128,4,0.039494471
2005/6/6,10127,-1,-0.009874593
2005/6/7,10134,7,0.069074403
2005/6/8,10132,-2,-0.019739439
2005/6/9,10138,6,0.059183271
2005/6/10,10137,-1,-0.009864852
2005/6/13,10129,-8,-0.078981143
2005/6/14,10129,0,0
2005/6/15,10127,-2,-0.019749185
2005/6/16,10106,-21,-0.207797348
2005/6/17,10099,-7,-0.069313793
2005/6/20,10107,8,0.079153062
2005/6/21,10105,-2,-0.019792182
2005/6/22,10114,9,0.088985565
2005/6/23,10136,22,0.217048145
2005/6/24,10144,8,0.078864353
2005/6/27,10156,12,0.118156755
2005/6/28,10148,-8,-0.078833268
2005/6/29,10162,14,0.137768156
2005/6/30,10164,2,0.019677292
2005/7/1,10161,-3,-0.029524653
2005/7/4,10141,-20,-0.197219209
2005/7/5,10136,-5,-0.049329124
2005/7/6,10128,-8,-0.078988942
2005/7/7,10136,8,0.078926598
2005/7/8,10147,11,0.108406426
2005/7/11,10134,-13,-0.128281034
2005/7/12,10132,-2,-0.019739439
2005/7/13,10121,-11,-0.108684913
2005/7/14,10125,4,0.039506173
2005/7/15,10116,-9,-0.088967972
2005/7/19,10117,1,0.009884353
2005/7/20,10117,0,0
2005/7/21,10120,3,0.029644269
2005/7/22,10133,13,0.128293694
2005/7/25,10125,-8,-0.079012346
2005/7/26,10119,-6,-0.059294397
2005/7/27,10102,-17,-0.168283508
2005/7/28,10102,0,0
2005/7/29,10098,-4,-0.039611804
2005/8/1,10080,-18,-0.178571429
2005/8/2,10069,-11,-0.109246201
2005/8/3,10073,4,0.039710116
2005/8/4,10064,-9,-0.089427663
2005/8/5,10068,4,0.039729837
2005/8/8,10059,-9,-0.089472115
2005/8/9,10056,-3,-0.029832936
2005/8/10,10040,-16,-0.15936255
2005/8/11,10015,-25,-0.249625562
2005/8/12,10037,22,0.219189001
2005/8/15,10032,-5,-0.04984051
2005/8/16,10024,-8,-0.07980846
2005/8/17,10042,18,0.179247162
2005/8/18,10046,4,0.039816843
2005/8/19,10050,4,0.039800995
2005/8/22,10024,-26,-0.259377494
2005/8/23,10031,7,0.069783671
2005/8/24,10048,17,0.169187898
2005/8/25,10042,-6,-0.059749054
2005/8/26,10052,10,0.09948269
2005/8/29,10076,24,0.238189758
2005/8/30,10070,-6,-0.05958292
2005/8/31,10087,17,0.168533756
2005/9/1,10093,6,0.059447142
2005/9/2,10111,18,0.178023934
2005/9/5,10101,-10,-0.099000099
2005/9/6,10108,7,0.069252078
2005/9/7,10105,-3,-0.029688273
2005/9/8,10100,-5,-0.04950495
2005/9/9,10091,-9,-0.089188386
2005/9/12,10079,-12,-0.11905943
2005/9/13,10077,-2,-0.019847177
2005/9/14,10076,-1,-0.009924573
2005/9/15,10082,6,0.059512002
2005/9/16,10080,-2,-0.01984127
2005/9/20,10075,-5,-0.049627792
2005/9/21,10066,-9,-0.089409895
2005/9/22,10076,10,0.099245732
2005/9/26,10060,-16,-0.159045726
2005/9/27,10056,-4,-0.039777247
2005/9/28,10036,-20,-0.199282583
2005/9/29,10017,-19,-0.189677548
2005/9/30,10024,7,0.069832402
2005/10/3,10017,-7,-0.069881202
2005/10/4,9988,-29,-0.290348418
2005/10/5,10015,27,0.269595607
2005/10/6,10026,11,0.109714742
2005/10/7,10012,-14,-0.139832201
2005/10/11,9997,-15,-0.150045014
2005/10/12,9995,-2,-0.020010005
2005/10/13,9981,-14,-0.140266506
2005/10/14,9979,-2,-0.020042088
2005/10/17,9974,-5,-0.050130339
2005/10/18,9979,5,0.050105221
2005/10/19,10008,29,0.289768185
2005/10/20,10001,-7,-0.069993001
2005/10/21,10004,3,0.029988005
2005/10/24,10010,6,0.05994006
2005/10/25,10006,-4,-0.039976014
2005/10/26,9989,-17,-0.170187206
2005/10/27,10004,15,0.149940024
2005/10/28,10008,4,0.039968026
2005/10/31,9994,-14,-0.14008405
2005/11/1,9980,-14,-0.140280561
2005/11/2,9985,5,0.050075113
2005/11/4,9957,-28,-0.2812092
2005/11/7,9953,-4,-0.040188888
2005/11/8,9966,13,0.130443508
2005/11/9,9983,17,0.170289492
2005/11/10,9978,-5,-0.050110243
2005/11/11,9981,3,0.030057109
2005/11/14,10008,27,0.269784173
2005/11/15,10029,21,0.209392761
2005/11/16,10014,-15,-0.149790294
2005/11/17,10031,17,0.169474629
2005/11/18,10034,3,0.029898346
2005/11/21,10025,-9,-0.089775561
2005/11/22,10030,5,0.049850449
2005/11/24,10051,21,0.208934434
2005/11/25,10048,-3,-0.029856688
2005/11/28,10042,-6,-0.059749054
2005/11/29,10042,0,0
2005/11/30,10053,11,0.109420074
2005/12/1,10045,-8,-0.079641613
2005/12/2,10029,-16,-0.159537342
2005/12/5,10002,-27,-0.269946011
2005/12/6,10009,7,0.069937057
2005/12/7,10018,9,0.089838291
2005/12/8,10024,6,0.059856345
2005/12/9,10009,-15,-0.149865121
2005/12/12,9989,-20,-0.200220242
2005/12/13,9999,10,0.100010001
2005/12/14,10017,18,0.179694519
2005/12/15,10032,15,0.149521531
2005/12/16,10020,-12,-0.119760479
2005/12/19,10015,-5,-0.049925112
2005/12/20,10019,4,0.039924144
2005/12/21,10009,-10,-0.099910081
2005/12/22,10007,-2,-0.01998601
2005/12/26,10014,7,0.069902137
2005/12/27,10033,19,0.189375062
2005/12/28,10020,-13,-0.129740519
2005/12/29,10024,4,0.03990423
2005/12/30,10040,16,0.15936255
2006/1/4,10057,17,0.169036492
2006/1/5,10067,10,0.099334459
2006/1/6,10059,-8,-0.079530768
2006/1/10,10069,10,0.099314728
2006/1/11,10054,-15,-0.149194351
2006/1/12,10065,11,0.109289617
2006/1/13,10062,-3,-0.029815146
2006/1/16,10058,-4,-0.039769338
2006/1/17,10073,15,0.148912936
2006/1/18,10071,-2,-0.019859001
2006/1/19,10052,-19,-0.189017111
2006/1/20,10052,0,0
2006/1/23,10069,17,0.168835038
2006/1/24,10068,-1,-0.009932459
2006/1/25,10061,-7,-0.069575589
2006/1/26,10037,-24,-0.239115273
2006/1/27,10021,-16,-0.159664704
2006/1/30,10014,-7,-0.069902137
2006/1/31,10012,-2,-0.019976029
2006/2/1,10020,8,0.079840319
2006/2/2,10012,-8,-0.079904115
2006/2/3,9997,-15,-0.150045014
2006/2/6,10012,15,0.149820216
2006/2/7,10006,-6,-0.059964022
2006/2/8,10000,-6,-0.06
2006/2/9,10004,4,0.039984006
2006/2/10,9976,-28,-0.280673617
2006/2/13,9993,17,0.170119083
2006/2/14,9979,-14,-0.140294619
2006/2/15,9986,7,0.070098137
2006/2/16,9998,12,0.120024005
2006/2/17,10008,10,0.099920064
2006/2/20,10013,5,0.049935084
2006/2/21,10014,1,0.00998602
2006/2/22,10013,-1,-0.009987017
2006/2/23,9996,-17,-0.170068027
2006/2/24,9967,-29,-0.290960169
